Wall time,Step,Value
1671075614.4834447,69,9.999999747378752e-05
1671075615.127726,70,0.01510000042617321
1671075615.7361002,71,9.999999747378752e-05
1671075616.3785102,72,9.999999747378752e-05
1671075617.0417414,73,9.999999747378752e-05
1671075617.6532047,74,0.01510000042617321
1671075618.2835224,75,0.03009999915957451
1671075618.977773,76,0.01510000042617321
1671075619.5831583,77,9.999999747378752e-05
1671075620.2365396,78,9.999999747378752e-05
1671075620.889796,79,0.01510000042617321
1671075621.4911928,80,9.999999747378752e-05
1671075622.1404576,81,0.01510000042617321
1671075622.8047876,82,9.999999747378752e-05
1671075623.4202483,83,0.01510000042617321
1671075624.0675206,84,9.999999747378752e-05
1671075624.7237706,85,0.01510000042617321
1671075625.347107,86,0.01510000042617321
1671075625.9466276,87,9.999999747378752e-05
1671075626.7006142,88,0.01510000042617321
1671075627.3438964,89,0.01510000042617321
1671075627.9622474,90,9.999999747378752e-05
1671075628.6386678,91,0.01510000042617321
1671075629.2480412,92,9.999999747378752e-05
1671075629.8873403,93,0.01510000042617321
1671075630.5675251,94,0.03009999915957451
1671075631.1719117,95,0.01510000042617321
1671075631.7713115,96,0.03009999915957451
1671075632.457482,97,0.045099999755620956
1671075633.055884,98,0.03009999915957451
1671075633.6662574,99,0.045099999755620956
1671075634.3394663,100,0.03009999915957451
1671075634.9657943,101,0.045099999755620956
1671075635.569184,102,0.045099999755620956
1671075636.25749,103,0.03009999915957451
1671075636.9017692,104,0.01510000042617321
1671075637.5211167,105,9.999999747378752e-05
1671075638.193437,106,0.01510000042617321
1671075638.8178627,107,0.03009999915957451
1671075639.4183598,108,0.045099999755620956
1671075640.073609,109,0.045099999755620956
1671075640.7070131,110,0.03009999915957451
1671075641.2954433,111,0.045099999755620956
1671075641.9637709,112,0.03009999915957451
1671075642.5701523,113,0.045099999755620956
1671075643.2185156,114,0.03009999915957451
1671075643.8878336,115,0.03009999915957451
1671075644.500198,116,0.045099999755620956
1671075645.105582,117,0.03009999915957451
1671075645.7538517,118,0.045099999755620956
1671075646.3921492,119,0.03009999915957451
1671075647.018476,120,0.045099999755620956
1671075647.672847,121,0.03009999915957451
1671075648.358024,122,0.045099999755620956
1671075648.9844577,123,0.060100000351667404
1671075649.6397088,124,0.060100000351667404
1671075650.2839873,125,0.045099999755620956
1671075650.8983476,126,0.03009999915957451
1671075651.5437236,127,0.01510000042617321
1671075652.1530967,128,0.03009999915957451
1671075652.7875042,129,0.045099999755620956
1671075653.4178245,130,0.060100000351667404
1671075654.046258,131,0.045099999755620956
1671075654.6596205,132,0.045099999755620956
1671075655.3078902,133,0.060100000351667404
1671075655.9253767,134,0.060100000351667404
1671075656.5437264,135,0.045099999755620956
1671075657.2089508,136,0.03009999915957451
1671075657.832287,137,0.045099999755620956
1671075658.4577663,138,0.060100000351667404
1671075659.1529129,139,0.045099999755620956
1671075659.7592921,140,0.060100000351667404
1671075660.4005816,141,0.045099999755620956
1671075661.0687976,142,0.03009999915957451
1671075661.7100852,143,0.045099999755620956
1671075662.3425372,144,0.060100000351667404
1671075662.9977875,145,0.045099999755620956
1671075663.5962977,146,0.060100000351667404
1671075664.2256186,147,0.07509999722242355
1671075664.903906,148,0.060100000351667404
1671075665.530234,149,0.07509999722242355
1671075666.134622,150,0.09009999781847
1671075666.792864,151,0.10509999841451645
1671075667.4461212,152,0.09009999781847
1671075668.0744472,153,0.07509999722242355
1671075668.7437603,154,0.060100000351667404
1671075669.3681984,155,0.07509999722242355
1671075669.9875453,156,0.09009999781847
1671075670.6788287,157,0.07509999722242355
1671075671.2921915,158,0.09009999781847
1671075671.9116435,159,0.07509999722242355
1671075672.5868428,160,0.07509999722242355
1671075673.1843483,161,0.09009999781847
1671075673.8126774,162,0.10509999841451645
1671075674.5048285,163,0.10509999841451645
1671075675.1311574,164,0.09009999781847
1671075675.7375388,165,0.10509999841451645
1671075676.3909557,166,0.09009999781847
1671075677.0053158,167,0.10509999841451645
1671075677.6177855,168,0.09009999781847
1671075678.3229034,169,0.10509999841451645
1671075678.9352686,170,0.09009999781847
1671075679.5396564,171,0.10509999841451645
1671075680.1978984,172,0.1200999990105629
1671075680.8511558,173,0.10509999841451645
1671075681.4586675,174,0.10509999841451645
1671075682.1418436,175,0.09009999781847
1671075682.8050733,176,0.09009999781847
1671075683.4184356,177,0.07509999722242355
1671075684.0689116,178,0.09009999781847
1671075684.69125,179,0.10509999841451645
1671075685.3255572,180,0.10509999841451645
1671075685.9847991,181,0.09009999781847
1671075686.6021497,182,0.09009999781847
1671075687.2236238,183,0.07509999722242355
1671075687.875882,184,0.07509999722242355
1671075688.5132773,185,0.060100000351667404
1671075689.1536193,186,0.07509999722242355
1671075689.8008401,187,0.060100000351667404
1671075690.4271696,188,0.060100000351667404
1671075691.066575,189,0.07509999722242355
1671075691.715844,190,0.07509999722242355
1671075692.336293,191,0.07509999722242355
1671075692.9616237,192,0.07509999722242355
1671075693.607994,193,0.060100000351667404
1671075694.2831926,194,0.07509999722242355
1671075694.9362013,195,0.060100000351667404
1671075695.5804834,196,0.060100000351667404
1671075696.219777,197,0.07509999722242355
1671075696.8342736,198,0.060100000351667404
