Wall time,Step,Value
1671021297.4466665,-1,54.099998474121094
1671021298.153753,0,84.4000015258789
1671021298.9069834,1,85.5
1671021299.6180277,2,90.0
1671021300.4999087,3,92.30000305175781
1671021301.2079723,4,95.4000015258789
1671021302.0757182,5,96.4000015258789
1671021303.1197548,6,98.69999694824219
1671021304.0062916,7,99.19999694824219
1671021304.742554,8,99.30000305175781
1671021305.5017812,9,99.5999984741211
1671021306.2308424,10,99.30000305175781
1671021306.9863808,11,99.5
1671021307.7127602,12,98.0999984741211
1671021308.4280703,13,96.80000305175781
1671021309.4707131,14,95.69999694824219
1671021311.2099717,15,96.5
1671021312.076437,16,98.9000015258789
1671021313.173194,17,98.19999694824219
1671021314.4205139,18,99.69999694824219
1671021315.435826,19,99.19999694824219
1671021316.5370512,20,100.0
1671021317.7496243,21,100.0
1671021319.2660482,22,100.0
1671021320.2607112,23,99.5999984741211
1671021321.3400671,24,99.9000015258789
1671021322.3607922,25,99.9000015258789
1671021323.4806585,26,99.9000015258789
1671021324.449431,27,99.69999694824219
1671021325.647757,28,99.30000305175781
1671021326.4555187,29,99.80000305175781
1671021327.4785814,30,99.4000015258789
1671021328.3948946,31,100.0
1671021329.448158,32,99.80000305175781
1671021330.622094,33,99.69999694824219
1671021331.490929,34,99.5
1671021332.4768744,35,99.80000305175781
1671021333.2722182,36,99.5
1671021334.4099195,37,99.5
1671021335.5338125,38,99.19999694824219
1671021336.521347,39,97.9000015258789
1671021337.4636478,40,99.5999984741211
1671021338.302199,41,98.69999694824219
1671021339.0259647,42,99.9000015258789
1671021339.8797588,43,99.69999694824219
1671021340.6903987,44,99.0
1671021341.6764452,45,99.9000015258789
1671021342.6020553,46,99.9000015258789
1671021343.557858,47,100.0
1671021344.4830823,48,99.69999694824219
1671021345.6141357,49,99.9000015258789
1671021346.5673573,50,99.0999984741211
1671021347.535235,51,99.0
1671021348.4116337,52,99.80000305175781
1671021349.3153937,53,99.69999694824219
1671021350.0771973,54,99.5999984741211
1671021350.8125532,55,99.80000305175781
1671021351.6978214,56,99.5999984741211
1671021352.4476395,57,99.80000305175781
1671021353.1874306,58,99.5999984741211
1671021353.92148,59,99.9000015258789
1671021354.6630394,60,99.5999984741211
1671021355.388563,61,99.9000015258789
1671021356.1117656,62,99.4000015258789
1671021357.0280638,63,99.80000305175781
1671021357.7753413,64,100.0
1671021358.496141,65,99.5
1671021359.220192,66,99.80000305175781
1671021360.0994117,67,99.5
1671021360.8346648,68,99.80000305175781
1671021361.555738,69,99.5
1671021362.2801254,70,99.9000015258789
1671021363.0527759,71,99.30000305175781
1671021364.150442,72,100.0
1671021364.9948616,73,99.80000305175781
1671021365.7915006,74,99.5999984741211
1671021366.574535,75,99.5
1671021367.5166268,76,99.69999694824219
1671021368.4176545,77,99.69999694824219
1671021369.2763648,78,99.4000015258789
1671021370.3605812,79,99.9000015258789
1671021371.2376819,80,99.0999984741211
1671021372.12726,81,99.9000015258789
1671021372.868454,82,99.69999694824219
1671021373.994147,83,99.9000015258789
1671021374.8398504,84,98.69999694824219
1671021375.856541,85,99.80000305175781
1671021376.8262515,86,99.5999984741211
1671021377.7060435,87,100.0
1671021378.6028492,88,99.4000015258789
1671021379.482983,89,99.69999694824219
1671021380.4618251,90,99.5
1671021381.3050609,91,99.9000015258789
1671021382.1568768,92,99.9000015258789
1671021382.9898877,93,99.9000015258789
1671021383.8652325,94,100.0
1671021384.920139,95,99.9000015258789
1671021385.7988985,96,98.5
1671021386.6753771,97,99.9000015258789
1671021387.504927,98,99.69999694824219
1671021388.3478265,99,100.0
1671021389.1731622,100,100.0
1671021389.9228091,101,99.69999694824219
1671021390.8402393,102,99.80000305175781
1671021391.590138,103,99.0
1671021392.3258626,104,99.9000015258789
1671021393.0968084,105,99.5999984741211
1671021394.31012,106,100.0
1671021395.1718214,107,98.9000015258789
1671021395.948043,108,100.0
1671021396.7185621,109,99.5999984741211
1671021397.7673087,110,100.0
1671021398.5260828,111,99.9000015258789
1671021399.606786,112,100.0
1671021400.462956,113,99.69999694824219
1671021401.337298,114,99.80000305175781
1671021402.1572416,115,99.9000015258789
1671021403.024041,116,100.0
1671021403.7848256,117,99.80000305175781
1671021404.6902437,118,99.5999984741211
1671021405.4392776,119,99.9000015258789
1671021406.29883,120,99.69999694824219
1671021407.0704756,121,99.80000305175781
1671021407.8472817,122,99.80000305175781
1671021409.2939441,123,99.5
1671021410.1237464,124,99.9000015258789
1671021410.9981909,125,99.69999694824219
1671021411.7808256,126,99.9000015258789
1671021412.5308766,127,100.0
1671021413.4373643,128,99.0999984741211
1671021414.2016437,129,99.9000015258789
1671021414.956633,130,99.5999984741211
1671021415.7078154,131,99.9000015258789
1671021416.4573786,132,99.4000015258789
1671021417.262963,133,100.0
1671021418.0148861,134,99.4000015258789
1671021418.9208016,135,100.0
1671021419.6694577,136,99.5
1671021420.4400432,137,99.5999984741211
1671021421.3458998,138,99.5999984741211
1671021422.261559,139,99.80000305175781
1671021423.0206509,140,100.0
1671021423.790106,141,99.9000015258789
1671021424.583504,142,100.0
1671021425.369816,143,99.5999984741211
1671021426.1533196,144,100.0
1671021426.9076307,145,99.9000015258789
1671021427.6652248,146,99.9000015258789
1671021428.7601366,147,100.0
1671021429.5013096,148,100.0
1671021430.2951555,149,99.5999984741211
1671021431.1986918,150,99.9000015258789
1671021432.12512,151,99.9000015258789
1671021432.8795469,152,99.69999694824219
1671021433.921472,153,99.80000305175781
1671021435.190968,154,99.80000305175781
1671021435.965451,155,99.5999984741211
1671021436.9508467,156,99.80000305175781
1671021438.0652404,157,99.9000015258789
1671021439.167655,158,99.9000015258789
1671021440.4762738,159,99.9000015258789
1671021441.7202544,160,99.5
1671021442.6965072,161,99.5999984741211
1671021443.9450378,162,99.9000015258789
