Wall time,Step,Value
1671063208.503459,1,0.6119613647460938
1671063209.2240684,2,0.4210551977157593
1671063209.9745815,3,0.4257759749889374
1671063210.8619585,4,0.3787946403026581
1671063211.6071255,5,0.3756631016731262
1671063212.3296514,6,0.3495420813560486
1671063213.0628328,7,0.33707624673843384
1671063213.78367,8,0.32001519203186035
1671063214.5422745,9,0.30667299032211304
1671063215.2681596,10,0.2883162498474121
1671063216.1650295,11,0.2689330279827118
1671063216.9073446,12,0.2501945495605469
1671063217.648719,13,0.2198421061038971
1671063218.3844879,14,0.1886228322982788
1671063219.2638595,15,0.22961346805095673
1671063220.007114,16,0.1799679845571518
1671063220.7521763,17,0.18179531395435333
1671063221.498481,18,0.12943676114082336
1671063222.235557,19,0.136587455868721
1671063222.9757686,20,0.13522940874099731
1671063223.7018213,21,0.11251013725996017
1671063224.4483123,22,0.0779021680355072
1671063225.3378844,23,0.06990987807512283
1671063226.0866277,24,0.0522460974752903
1671063226.845649,25,0.042010772973299026
1671063227.5967288,26,0.028920548036694527
1671063228.474188,27,0.017781386151909828
1671063229.2177112,28,0.009201403707265854
1671063229.9599893,29,0.005966532975435257
1671063230.7153876,30,0.004659747704863548
1671063231.4707427,31,0.0031298131216317415
1671063232.225839,32,0.0019930130802094936
1671063232.9853966,33,0.001371711608953774
1671063233.7032437,34,0.0008511185878887773
1671063234.5948923,35,0.0009820108534768224
1671063235.335893,36,0.000649662280920893
1671063236.0788484,37,0.0005655974382534623
1671063236.832909,38,0.00045750816934742033
1671063237.6996164,39,0.00040915209683589637
1671063238.4438877,40,0.0003507100627757609
1671063239.1924403,41,0.00031488604145124555
1671063239.9304254,42,0.00029661538428626955
1671063240.6566632,43,0.00027426303131505847
1671063241.410816,44,0.00025603524409234524
1671063242.1525483,45,0.0002416201023152098
1671063243.0333302,46,0.00022902914497535676
1671063243.7884474,47,0.00021788128651678562
1671063244.5507612,48,0.00020777084864676
1671063245.2962155,49,0.0001986788265639916
